psraid,sample,int_date,fcall,attempt,refusal,lang,version,cregion,state,density,usr,scregion,sstate,susr,igender,irace,llitext0,llitext,cpitext,form,form1,qs1,q1f1,q2f2,q3,q4a,q4b,q5a,q5b,q5cf1,q5df2,q9a,q9b,q9c,q9d,q9e,q14a,q14bf1,q14cf1,q14df1,q14ef2,q14ff2,q14gf2,q17a,q17b,q17c,q18a,q18b,q18c,q19,q20,q25,q26,q27,q28af1,q28bf2,q28cf2,q29,q30,q36a,q36bf1,q37f1,q37f1vb,Q37f1_OE1,Q37f1_OE2,q38,q40,q41,q42,q46a,q46b,q46cf1,q46df2,q47a,q47b,q47c,q47d,q48a,q48b,q48c,q48d,q48aa,q49,q50,q51,q52,q52vb,Q52_OE1,Q52_OE2,Q52_OE3,q53,q56a,q56b,q57,q58,q59,q60,q61,q62,q63f1,q69,q70f1a,q70f1avb,q70f1a_OE1,q70f1a_OE2,q70f1a_OE3,q71f2,q71f2vb,Q71f2_OE1,Q71f2_OE2,Q71f2_OE3,q72,sex,age,recage,recage2,educ2,receduc,hisp,race3m1,race3m2,race3m3,race3m4,racecmb,racethn,birth_hisp,usborn1a,lgbt,relig,chr,born,attend,q75,marital,q78,q79,parent,q80,q84,income,reg,party,partyln,ideo,teaparty3,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,money2,phoneuse,phoneuse2,coweight,llweight,cweight,weight
206791.0,Cell,50313.0,130503.0,1.0,No,English,5/2 - changes,South,Florida,2.0,Urban,South,Florida,,Male,Black or African-American,,,Some important issues today,Form 2,,18 or older,,Right direction,Approve,Disapprove,Approve,Able to get things done,A strong leader,,Doesn't fight hard,A lot,A lot,A lot,Some,A lot,Works pretty well/Only minor changes,,,,Works pretty well/Only minor changes,Completely rebuilt,Works pretty well/Only minor changes,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Democratic Party,Democratic Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,Somewhat,Don't think of it this way,Strongly favor,,,,,,Inevitable,Protect the right of Americans to own guns,Somewhat likely,"Yes, would",Favor,Favor,,Favor,No,No,No,No,,,,,,Somewhat,Too much,Should,,,,,,"Yes, someone else",Very favorable,Very favorable,People are born gay or lesbian,"No, no conflict",Yes,A lot,Yes,No,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Female,50.0,45-54,50-64,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Roman Catholic (Catholic),,"No, would not",Once or twice a month,Very important,Married,,,No,Yes,,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Liberal [OR],,3.0,3.0,,,"No, home telephone",,,Gave information,CPO,CPO,3.137931034482759,,5.432432432432432,6.655172413793104
206817.0,Cell,50313.0,130503.0,1.0,No,English,5/2 - changes,South,North Carolina,2.0,Suburban,South,North Carolina,,Female,White,,,Some important issues today,Form 1,Form 1B,18 or older,Dissatisfied,,Approve,Disapprove,Approve,Able to get things done,A strong leader,Stands up for what he believes in,,Some,Only a little,Some,Some,Some,Completely rebuilt,Completely rebuilt,Major changes,Works pretty well/Only minor changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,2. Homosexuality should be discouraged by society,1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Republican Party,Republican Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,Not much,Like rewarding them for doing something wrong,Oppose,Oppose,,,,,Inevitable,Control gun ownership,Somewhat likely,"Yes, would",Favor,Oppose,Oppose,,No,No,No,No,,,,,,Somewhat,Too little,Should,,,,,,"Yes, someone else",Mostly unfavorable,Very unfavorable,Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,Some [OR],Yes,No,Not upset,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is a sin,Male,33.0,25-34,30-49,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD...)",Coll+,No,"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",,,,Black,"Black, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",A few times a year,Very important,Divorced,Yes,No,No,Yes,,"10 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Conservative,,3.0,3.0,,,Yes home telephone,,All or almost all calls on a cell phone,Gave information,Dual/most cell,Dual from Cell,,,1.0,1.8965517241379313
206916.0,Cell,50313.0,130503.0,1.0,No,English,5/2 - changes,Midwest,Ohio,Lowest,Suburban,Midwest,Ohio,,Female,Black or African-American,,,National survey of cell phone users,Form 2,,18 or older,,Wrong track,Disapprove,Disapprove,Disapprove,Not able to get things done,Not a strong leader,,Fights hard,None at all,None at all,Some,None at all,A lot,Major changes,,,,Works pretty well/Only minor changes,Major changes,Completely rebuilt,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Republican Party,Democratic Party,Republican Party,Not working together,Barack Obama [OR],There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Decreased,,,,A lot,Don't think of it this way,Favor,,,,,,Inevitable,Protect the right of Americans to own guns,Very likely,"Yes, would",Favor,Oppose,,Favor,No,No,No,No,,,,,,Somewhat,Too much,Should,,,,,,"Yes, respondent",Mostly favorable,Mostly favorable,Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,Only one or two,No,No,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Male,30.0,25-34,30-49,Two year associate degree from any college or university,Some coll/Assoc degree,No,Native American/American Indian/Alaska Native (VOL.),,,,Some other race,Other,,,"One: Heterosexual or straight,",Atheist (do not believe in God),,,Never,Not at all important,Married,,,Yes,,,"100 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Moderate,No opinion either way,5.0,3.0,,,Yes home telephone,,All or almost all calls on a cell phone,(VOL.) Respondent does not want the money,Dual/most cell,Dual from Cell,,,1.4594594594594597,4.0
206953.0,Cell,50313.0,130503.0,1.0,No,English,5/2 - changes,South,Georgia,2.0,Suburban,South,Georgia,,Female,Asian or Asian-American,,,National survey of cell phone users,Form 2,,18 or older,,Don't know/Refused (VOL.),Approve,Disapprove,Disapprove,Able to get things done,A strong leader,,Fights hard,A lot,A lot,A lot,Some,A lot,Major changes,,,,Major changes,Completely rebuilt,Completely rebuilt,Neither/both equally (VOL.),1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Republican Party,Republican Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,,,Somewhat,Don't think of it this way,Strongly favor,,,,,,Inevitable,Protect the right of Americans to own guns,Somewhat likely,"Yes, would",Favor,Oppose,,Favor,No,Yes,Yes,Yes,,Yes,Yes,No,,Not too much,Right amount,Don't know/Refused (VOL.),,,,,,"Yes, both (VOL.)",Very favorable,Very favorable,People are born gay or lesbian,"No, no conflict",Yes,A lot,Yes,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Female,25.0,25-34,18-29,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD...)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Christian (VOL.),,"No, would not",Once or twice a month,Somewhat important,Married,,,No,No,Yes,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Moderate,,2.0,2.0,,,"No, home telephone",,,(VOL.) Respondent does not want the money,CPO,CPO,3.0,,1.9189189189189189,4.448275862068966
206984.0,Cell,50313.0,130503.0,1.0,No,English,5/2 - changes,South,Florida,4.0,Urban,South,Florida,,Male,White,,,Some important issues today,Form 2,,18 or older,,Wrong track,Disapprove,Disapprove,Disapprove,Not able to get things done,A strong leader,,Fights hard,None at all,None at all,None at all,None at all,None at all,Completely rebuilt,,,,Completely rebuilt,Major changes,Works pretty well/Only minor changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],2. Homosexuality should be discouraged by society,1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Neither (VOL.),Neither (VOL.),Not working together,[VOL. DO NOT READ] Both,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,,,A lot,Don't think of it this way,Strongly oppose,,,,,,Inevitable,Protect the right of Americans to own guns,Not at all likely,"Yes, would",Favor,Oppose,,Oppose,No,No,No,No,,,,,,Somewhat,Right amount,Should not,Answer given,BECAUSE BACK GROUND CHECK IS NOT SUFFICENT FOR APPLYING GUN OWNERSHIP,Other/Non-response,,,"Yes, respondent",Don't know/Refused (VOL.),Don't know/Refused (VOL.),People are born gay or lesbian,"Yes, a lot of conflict",Yes,A lot,Yes,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,Answer given,I THINK WE PUT ON EARTH AND GAYS CANT,Other,,,Is a sin,Male,70.0,65+,65+,Two year associate degree from any college or university,Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",A few times a year,Somewhat important,Married,,,No,Yes,,"50 to under $75,000",Are you NOT registered to vote at your current address,Independent,Republican,Conservative,No opinion either way,6.0,5.0,,,Yes home telephone,,Some on a cell phone and some on a regular home phone,Gave information,"Dual/few, some cell",Dual from Cell,,,4.243243243243244,2.4482758620689657
206985.0,Cell,50513.0,130503.0,3.0,No,English,5/2 - changes,South,Maryland,4.0,Suburban,South,Maryland,,Female,Hispanic,,,Some important issues today,Form 2,,18 or older,,Right direction,Approve,Disapprove,Approve,Able to get things done,A strong leader,,Fights hard,Some,Some,A lot,Some,A lot,Major changes,,,,Works pretty well/Only minor changes,Major changes,Major changes,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Democratic Party,Democratic Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,A lot,Don't think of it this way,Strongly favor,,,,,,Inevitable,Control gun ownership,Not at all likely,"No, would not",Favor,Favor,,Favor,No,No,No,No,,,,,,Somewhat,Too much,Should,,,,,,"No, nobody in household owns a gun",Very favorable,Very favorable,People are born gay or lesbian,"No, no conflict",Yes,Some [OR],Yes,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Female,58.0,55-64,50-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Jewish (Judaism),,,Once a week,Very important,Married,,,No,Yes,,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Liberal [OR],,3.0,3.0,,,Yes home telephone,,Some on a cell phone and some on a regular home phone,Gave information,"Dual/few, some cell",Dual from Cell,,,2.054054054054054,3.172413793103449
206986.0,Cell,50513.0,130503.0,2.0,No,English,5/2 - changes,Northeast,Pennsylvania,Lowest,Rural,Northeast,New York,,Female,Black or African-American,,,National survey of cell phone users,Form 2,,18 or older,,Right direction,Approve,Disapprove,Approve,Able to get things done,A strong leader,,Fights hard,Some,Some,Some,Some,Some,Major changes,,,,Works pretty well/Only minor changes,Major changes,Works pretty well/Only minor changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Democratic Party,Neither (VOL.),Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,,,Somewhat,Like rewarding them for doing something wrong,Favor,,,,,,Inevitable,Control gun ownership,Not at all likely,"Yes, would",Favor,Favor,,Favor,Yes,Yes,No,Yes,Yes,Yes,,No,"Yes, about background checks",Not at all,Too much,Should,,,,,,"Yes, respondent",Mostly favorable,Mostly favorable,People are born gay or lesbian,"No, no conflict",Yes,Some [OR],Yes,No,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Male,62.0,55-64,50-64,High school graduate (Grade 12 with diploma or GED certificate),HS grad or less,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Agnostic (not sure if there is a God),,,Never,Somewhat important,Married,,,No,Yes,,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Conservative,,2.0,2.0,,,Yes home telephone,,All or almost all calls on a regular home phone,Gave information,"Dual/few, some cell",Dual from Cell,,,4.027027027027027,3.4482758620689657
206997.0,Cell,50313.0,130502.0,2.0,No,English,5/2 - changes,South,Tennessee,2.0,Suburban,South,Georgia,,Female,White,,,Some important issues today,Form 1,Form 1B,18 or older,Satisfied,,Approve,Approve,Disapprove,Able to get things done,A strong leader,Stands up for what he believes in,,Some,Only a little,Some,Some,Some,Works pretty well/Only minor changes,Major changes,Major changes,Works pretty well/Only minor changes,,,,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Democratic Party,Democratic Party,Not working together,[VOL. DO NOT READ] Both,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,A lot,Don't think of it this way,Oppose,Favor,Answer given,ITS RELIGIOUS THING,Morally wrong/Against religious beliefs/A sin/The Bible says,,Inevitable,Protect the right of Americans to own guns,Somewhat likely,"Yes, would",Favor,Favor,Oppose,,No,No,Yes,No,,,Yes,,,Not at all,Right amount,Should,,,,,,"Yes, someone else",Mostly favorable,Mostly favorable,Being gay or lesbian is just the way that some people choose to live?,"Yes, a lot of conflict",Yes,Only one or two,Yes,Yes,Somewhat upset,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is a sin,Female,22.0,18-24,18-29,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",Once a week,Very important,Never been married,Yes,Yes,No,No,Yes,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Conservative,No opinion either way,4.0,4.0,,,"No, home telephone",,,(VOL.) Respondent does not want the money,CPO,CPO,4.620689655172415,,3.135135135135135,5.655172413793103
207018.0,Cell,50513.0,130503.0,3.0,No,English,5/2 - changes,South,Georgia,3.0,Suburban,South,Tennessee,,Male,Hispanic,,,National survey of cell phone users,Form 2,,18 or older,,Wrong track,Disapprove,Disapprove,Disapprove,Not able to get things done,Not a strong leader,,Doesn't fight hard,A lot,Only a little,Only a little,Some,A lot,Completely rebuilt,,,,Completely rebuilt,Completely rebuilt,Completely rebuilt,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],Don't know/Refused (VOL.),Republican Party,Republican Party,Republican Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Decreased,,,,A lot,Like rewarding them for doing something wrong,Favor,,,,,,Inevitable,Control gun ownership,"Not too likely, or","Yes, would",Oppose,Oppose,,Favor,No,No,No,No,,,,,,Not at all,Too much,Should,,,,,,"Yes, respondent",Mostly unfavorable,Mostly favorable,Being gay or lesbian is a result of a person's upbringing [OR],"No, no conflict",Yes,Some [OR],No,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is a sin,Male,61.0,55-64,50-64,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS grad or less,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Nothing in particular,,,Never,Somewhat important,Divorced,No,No,Yes,,,"Less than $10,000",Are you NOT registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),Liberal [OR],,2.0,2.0,,,Yes home telephone,,All or almost all calls on a cell phone,Gave information,Dual/most cell,Dual from Cell,,,3.2972972972972974,4.0
207047.0,Cell,50513.0,130503.0,3.0,No,English,5/2 - changes,South,Maryland,Highest,Urban,South,Maryland,,Male,Black or African-American,,,Some important issues today,Form 2,,18 or older,,Wrong track,Approve,Disapprove,Disapprove,Able to get things done,A strong leader,,Fights hard,A lot,A lot,A lot,A lot,A lot,Completely rebuilt,,,,Major changes,Completely rebuilt,Major changes,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Democratic Party,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Don’t know/Refused (VOL.),,They should not be allowed to stay in the country legally [OR],,Don't know/Refused (VOL.),,,,Somewhat,Don't think of it this way,Favor,,,,,,Not inevitable,Control gun ownership,Somewhat likely,"No, would not",Oppose,Favor,,Favor,No,No,No,No,,,,,,A great deal,Too much,Should,,,,,,"No, nobody in household owns a gun",Mostly unfavorable,Mostly unfavorable,Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,A lot,Yes,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Female,23.0,18-24,18-29,High school graduate (Grade 12 with diploma or GED certificate),HS grad or less,No,"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",,,,Black,"Black, non-Hisp",,,"One: Heterosexual or straight,",Nothing in particular,,,A few times a year,Somewhat important,Married,,,Yes,,,"10 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Other/Don't know/Refused (VOL.),Very conservative,,4.0,3.0,,,"No, home telephone",,,(VOL.) Respondent does not want the money,CPO,CPO,4.137931034482759,,2.5675675675675675,5.344827586206897
207048.0,Cell,50513.0,130502.0,3.0,No,English,5/2 - changes,South,Georgia,Highest,Suburban,South,Georgia,,Female,Black or African-American,,,Some important issues today,Form 1,Form 1A,18 or older,Don’t know/Refused (VOL.),,Approve,Don't know/Refused (VOL.),Approve,Able to get things done,A strong leader,Stands up for what he believes in,,A lot,Some,A lot,Some,Some,Major changes,Don't know/Refused (VOL.),Major changes,Major changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Don't know/Refused (VOL.),Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,Somewhat,Don't think of it this way,Strongly favor,Strongly favor,,,,,Inevitable,Control gun ownership,Very likely,Depends (VOL.),Favor,Favor,Oppose,,No,No,No,No,,,,,,A great deal,Right amount,Should,,,,,,"No, nobody in household owns a gun",Very favorable,Very favorable,Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,A lot,Yes,Yes,Not upset,It Doesn't bother you to be around homosexuals [OR],Don't know/Refused,,Don't know/Refused,,,,,,,,Is not a sin,Male,38.0,35-44,30-49,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",,,,Black,"Black, non-Hisp",,,"One: Heterosexual or straight,",Something else (VOL./SPECIFY),No,,Seldom,Very important,Never been married,Yes,No,No,Yes,,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,[VOL. DO NOT READ] Don't know/Refused,,1.0,,,,"No, home telephone",,,Gave information,CPO,CPO,5.482758620689656,,2.27027027027027,6.9655172413793105
207096.0,Cell,50313.0,130503.0,2.0,No,English,5/2 - changes,South,Maryland,4.0,Suburban,South,Maryland,,Female,Black or African-American,,,National survey of cell phone users,Form 1,Form 1B,18 or older,Satisfied,,Approve,Disapprove,Disapprove,Not able to get things done,A strong leader,Stands up for what he believes in,,Some,Some,A lot,Only a little,Some,Major changes,Major changes,Major changes,Major changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Neither (VOL.),Democratic Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,Somewhat,Don't think of it this way,Favor,Favor,,,,,Inevitable,Control gun ownership,"Not too likely, or","No, would not",Favor,Favor,Oppose,,No,No,Yes,Yes,,,No,No,,Not at all,Too much,Should,,,,,,"No, nobody in household owns a gun",Mostly favorable,Mostly favorable,Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,Some [OR],No,Yes,Somewhat upset,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Male,65.0,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD...)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",Seldom,Somewhat important,Married,,,No,Yes,,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Moderate,,2.0,2.0,,,Yes home telephone,,Some on a cell phone and some on a regular home phone,(VOL.) Respondent does not want the money,"Dual/few, some cell",Dual from Cell,,,2.3783783783783785,1.3793103448275863
207104.0,Cell,50513.0,130503.0,2.0,No,English,5/2 - changes,South,Florida,2.0,Urban,South,Florida,,Female,White,,,Some important issues today,Form 1,Form 1A,18 or older,Don’t know/Refused (VOL.),,Don't know/Refused (VOL.),Disapprove,Disapprove,Not able to get things done,Not a strong leader,Stands up for what he believes in,,Some,Some,Some,Some,A lot,Completely rebuilt,Major changes,Major changes,Major changes,,,,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Democratic Party,Republican Party,Republican Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Kept at present level,,,,A lot,Don't think of it this way,Strongly favor,Strongly favor,,,,,Not inevitable,Control gun ownership,Not at all likely,"Yes, would",Favor,Favor,Oppose,,Yes,No,No,No,Yes,,,,"Yes, about background checks",Not at all,Too much,Should,,,,,,"Yes, respondent",Very favorable,Very favorable,People are born gay or lesbian,"No, no conflict",Yes,A lot,No,Yes,Not upset,It makes you uncomfortable to be around homosexuals,Don't know/Refused,,Don't know/Refused,,,,,,,,Is not a sin,Male,52.0,45-54,50-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD...)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",A few times a year,Somewhat important,Married,,,No,Yes,,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Moderate,Disagree,2.0,2.0,,,Yes home telephone,,All or almost all calls on a cell phone,(VOL.) Respondent does not want the money,Dual/most cell,Dual from Cell,,,1.8918918918918919,2.1724137931034484
207139.0,Cell,50413.0,130503.0,2.0,No,English,5/2 - changes,South,North Carolina,2.0,Urban,South,Delaware,,Female,Black or African-American,,,Some important issues today,Form 2,,18 or older,,Right direction,Approve,Disapprove,Approve,Able to get things done,A strong leader,,Fights hard,A lot,A lot,A lot,A lot,A lot,Works pretty well/Only minor changes,,,,Works pretty well/Only minor changes,Major changes,Works pretty well/Only minor changes,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Democratic Party,Republican Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Increased,,,,A lot,Don't think of it this way,Strongly favor,,,,,,Inevitable,Control gun ownership,Somewhat likely,Depends (VOL.),Oppose,Favor,,Favor,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,Not at all,Too much,Should,,,,,,"Yes, respondent",Mostly favorable,Mostly favorable,[VOL. DO NOT READ] Don't know/Refused,"No, no conflict",Yes,A lot,Yes,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Don't know/Refused (VOL.),Female,(VOL.) Don't know/Refused,DK/Ref,,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,Yes,"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",,,Mixed Race,Hispanic,U.S.,,"One: Heterosexual or straight,",Roman Catholic (Catholic),,"No, would not",A few times a year,Very important,Living with a partner,Yes,,No,Yes,,"$150,000 or more",Are you NOT registered to vote at your current address,Democrat,,Conservative,,2.0,2.0,,,Yes home telephone,,All or almost all calls on a cell phone,(VOL.) Respondent does not want the money,Dual/most cell,Dual from Cell,,,1.4864864864864866,2.137931034482759
